,deck_id,title,quantity_x
20723,23395,Djinn,2
20724,23395,Crypsis,2
20725,23406,Progenitor,3
20726,23406,Déjà Vu,3
20727,23406,Chop Bot 3000,2
20729,23406,Gorman Drip v1,1
20730,23406,Wyldside,2
20731,23406,Deep Thought,1
20732,23406,Grimoire,2
20733,23406,Adjusted Chronotype,2
20734,23406,Fester,3
20735,23406,Clone Chip,3
20736,23406,Hades Shard,1
20737,23406,Gravedigger,3
20738,23406,Virus Breeding Ground,2
20739,23406,Sure Gamble,3
20740,23406,Hivemind,2
20741,23406,Cache,3
20742,23406,Incubator,3
20743,23406,Daily Casts,3
20744,23406,Djinn,2
20745,23406,Crypsis,1
20746,23453,Levy AR Lab Access,1
20747,23453,Parasite,3
20748,23453,Grimoire,1
20749,23453,Clone Chip,2
20750,23453,Adjusted Chronotype,2
20751,23453,D4v1d,1
20752,23453,Sure Gamble,2
20753,23453,Hades Shard,1
20754,23453,Daily Casts,3
20755,23453,Medium,2
20756,23453,Aesop's Pawnshop,2
20757,23453,Déjà Vu,3
20759,23453,Corroder,1
20760,23453,Wyldside,3
20761,23453,Cache,3
20762,23453,Street Peddler,3
20763,23453,Faust,2
20764,23453,Mimic,1
20765,23453,I've Had Worse,3
20766,23453,Imp,3
20767,23453,Datasucker,3
20768,23431,Turntable,2
20769,23431,Nerve Agent,2
20770,23431,Parasite,3
20771,23431,Magnum Opus,2
20772,23431,Sure Gamble,3
20773,23431,Hades Shard,1
20774,23431,Daily Casts,3
20775,23431,Notoriety,3
20776,23431,Career Fair,2
20777,23431,Hacktivist Meeting,2
20779,23431,Datasucker,3
20780,23431,Mimic,2
20781,23431,Rachel Beckman,2
20782,23431,Keyhole,2
20783,23431,Corroder,2
20784,23431,Hivemind,2
20785,23431,Autoscripter,1
20786,23431,Medium,2
20787,23431,Yog.0,2
20788,23431,Public Sympathy,2
20789,23431,Cyberfeeder,3
20790,23431,Djinn,2
20791,23450,Parasite,3
20792,23450,Grimoire,2
20793,23450,Clone Chip,2
20794,23450,Adjusted Chronotype,2
20795,23450,D4v1d,1
20796,23450,Clot,1
20797,23450,Medium,2
20798,23450,Aesop's Pawnshop,3
20799,23450,Déjà Vu,3
20801,23450,Gorman Drip v1,1
20802,23450,Wyldside,3
20803,23450,Cache,3
20804,23450,Street Peddler,3
20805,23450,Faust,2
20806,23450,Mimic,1
20807,23450,Lamprey,2
20808,23450,Hades Shard,1
20809,23450,Imp,3
20810,23450,Corroder,1
20811,23450,Datasucker,3
20812,23450,Cyberfeeder,3
20813,23449,Liberated Account,2
20814,23449,Nerve Agent,2
20815,23449,Parasite,3
20816,23449,Grimoire,2
20817,23449,Data Leak Reversal,2
20818,23449,Djinn,2
20819,23449,Gravedigger,2
20820,23449,Vamp,2
20821,23449,Sure Gamble,3
20822,23449,Hemorrhage,2
20823,23449,Hades Shard,1
20824,23449,Daily Casts,2
20825,23449,Medium,2
20826,23449,Drive By,2
20827,23449,Aesop's Pawnshop,1
20828,23449,Déjà Vu,2
20830,23449,Corroder,2
20831,23449,Imp,2
20832,23449,Cache,2
20833,23449,"Cerberus ""Cuj.0"" H3",2
20834,23449,Joshua B.,2
20835,23449,Wyldside,1
20836,23449,Paper Tripping,1
20837,23449,Force of Nature,2
20838,23449,Account Siphon,1
20839,23449,Armitage Codebusting,3
20840,23507,Special Order,2
20841,23507,Parasite,3
20842,23507,Grimoire,1
20843,23507,Cyberfeeder,3
20844,23507,Sure Gamble,3
20845,23507,Demolition Run,2
20846,23507,Femme Fatale,1
20847,23507,Medium,2
20848,23507,Forged Activation Orders,3
20849,23507,Aesop's Pawnshop,1
20850,23507,Déjà Vu,2
20852,23507,Ice Carver,1
20853,23507,Wyldside,2
20854,23507,Datasucker,2
20855,23507,Mimic,2
20856,23507,Stimhack,2
20857,23507,Armitage Codebusting,2
20858,23507,Corroder,2
20859,23507,Crypsis,3
20860,23507,Yog.0,2
20861,23507,Akamatsu Mem Chip,2
20862,23507,Djinn,2
20863,23525,Easy Mark,3
20864,23525,Pipeline,2
20865,23525,Crypsis,3
20866,23525,Ice Carver,1
20868,23525,Infiltration,3
20869,23525,Parasite,3
20870,23525,Grimoire,1
20871,23525,Diesel,3
20872,23525,Stimhack,3
20873,23525,Armitage Codebusting,3
20874,23525,Corroder,2
20875,23525,Sure Gamble,3
20876,23525,Demolition Run,3
20877,23525,Wyrm,2
20878,23525,Datasucker,2
20879,23525,Yog.0,2
20880,23525,Cyberfeeder,3
20881,23525,Djinn,2
20882,23525,Medium,2
20883,23525,Bank Job,2
20884,23541,Aesop's Pawnshop,3
20885,23541,Déjà Vu,3
20887,23541,Imp,3
20888,23541,Parasite,3
20889,23541,Grimoire,2
20890,23541,Faust,3
20891,23541,Plascrete Carapace,1
20892,23541,Lamprey,2
20893,23541,Clone Chip,3
20894,23541,Incubator,1
20895,23541,Wyldside,3
20896,23541,D4v1d,2
20897,23541,Cache,3
20898,23541,Datasucker,3
20899,23541,Scheherazade,2
20900,23541,Clot,1
20901,23541,Adjusted Chronotype,2
20902,23541,Cyberfeeder,3
20903,23541,Medium,2
20904,23574,Aesop's Pawnshop,3
20905,23574,Déjà Vu,3
20907,23574,Imp,3
20908,23574,Parasite,3
20909,23574,Grimoire,2
20910,23574,Plascrete Carapace,2
20911,23574,Lamprey,2
20912,23574,Clone Chip,3
20913,23574,Adjusted Chronotype,2
20914,23574,Cache,3
20915,23574,Wyldside,3
20916,23574,D4v1d,2
20917,23574,Medium,2
20918,23574,Datasucker,3
20919,23574,Clot,1
20920,23574,Cyberfeeder,3
20921,23574,Street Peddler,3
20922,23574,Crypsis,2
20923,23575,Scavenge,1
20924,23575,Parasite,3
20925,23575,Grimoire,2
20926,23575,Clone Chip,3
20927,23575,Adjusted Chronotype,2
20928,23575,D4v1d,1
20929,23575,Inject,2
20930,23575,Scheherazade,2
20931,23575,Clot,1
20932,23575,Medium,1
20933,23575,Aesop's Pawnshop,2
20934,23575,Déjà Vu,3
20936,23575,Corroder,1
20937,23575,Wyldside,3
20938,23575,Cache,3
20939,23575,Street Peddler,3
20940,23575,Faust,1
20941,23575,Mimic,1
20942,23575,Lamprey,1
20943,23575,I've Had Worse,2
20944,23575,Imp,3
20945,23575,Wyrm,1
20946,23575,Datasucker,3
20947,23575,Cyberfeeder,1
20948,23567,Progenitor,1
20949,23567,Parasite,3
20950,23567,Grimoire,2
20951,23567,Adjusted Chronotype,2
20952,23567,Darwin,1
20953,23567,D4v1d,1
20954,23567,Sure Gamble,2
20955,23567,Personal Workshop,2
20956,23567,Clot,1
20957,23567,I've Had Worse,2
20958,23567,Daily Casts,3
20959,23567,Medium,3
20960,23567,Aesop's Pawnshop,2
20961,23567,Déjà Vu,2
20963,23567,Wyldside,3
20964,23567,Cache,3
20965,23567,Street Peddler,3
20966,23567,Incubator,2
20967,23567,Paige Piper,3
20968,23567,Hivemind,2
20969,23567,Human First,1
20970,23567,Amped Up,1
20971,23652,Progenitor,3
20972,23652,Liberated Account,3
20973,23652,Nerve Agent,1
20974,23652,Earthrise Hotel,3
20975,23652,Parasite,3
20976,23652,Grimoire,2
20977,23652,Chakana,3
20978,23652,Darwin,2
20979,23652,Hivemind,1
20980,23652,Incubator,2
20981,23652,Daily Casts,3
20982,23652,Medium,1
20983,23652,Aesop's Pawnshop,2
20984,23652,Déjà Vu,3
20986,23652,Gorman Drip v1,1
20987,23652,Imp,2
20988,23652,Cache,3
20989,23652,Street Peddler,3
20990,23652,Hades Shard,1
20991,23652,Virus Breeding Ground,3
20992,23652,Datasucker,1
20993,23652,Djinn,2
20994,23663,Eater,3
20995,23663,Gravedigger,2
20996,23663,John Masanori,2
20997,23663,MemStrips,2
20999,23663,Parasite,3
21000,23663,Street Peddler,3
21001,23663,Doppelgänger,2
21002,23663,Hemorrhage,3
21003,23663,Hades Shard,1
21004,23663,Keyhole,2
21005,23663,Sure Gamble,3
21006,23663,Clone Chip,2
21007,23663,Datasucker,3
21008,23663,Security Testing,2
21009,23663,Immolation Script,2
21010,23663,I've Had Worse,3
21011,23663,Cyberfeeder,3
21012,23663,Armitage Codebusting,3
21013,23663,Archives Interface,2
21014,23658,Progenitor,1
21015,23658,Retrieval Run,2
21016,23658,Parasite,3
21017,23658,Grimoire,2
21018,23658,Darwin,2
21019,23658,Virus Breeding Ground,1
21020,23658,Sure Gamble,3
21021,23658,Demolition Run,3
21022,23658,Nerve Agent,1
21023,23658,I've Had Worse,3
21024,23658,Medium,2
21025,23658,Forged Activation Orders,3
21026,23658,Déjà Vu,3
21028,23658,Imp,2
21029,23658,Cache,3
21030,23658,Fester,3
21031,23658,Incubator,2
21032,23658,Hivemind,1
21033,23658,Datasucker,1
21034,23658,Cyberfeeder,2
21035,23658,Djinn,2
21036,23700,Parasite,1
21037,23700,Grimoire,2
21038,23700,Spoilers,3
21039,23700,Clone Chip,2
21040,23700,Adjusted Chronotype,3
21041,23700,Hacktivist Meeting,1
21042,23700,Clot,2
21043,23700,Hades Shard,1
21044,23700,Medium,1
21045,23700,Aesop's Pawnshop,3
21046,23700,Déjà Vu,2
21048,23700,Corroder,2
21049,23700,Wyldside,3
21050,23700,Cache,3
21051,23700,Faust,3
21052,23700,Lamprey,3
21053,23700,Incubator,1
21054,23700,Imp,3
21055,23700,Utopia Shard,1
21056,23700,Cyberfeeder,3
21057,23700,Djinn,2
21058,23719,Gravedigger,1
21059,23719,Aesop's Pawnshop,3
21060,23719,Déjà Vu,3
21062,23719,Imp,3
21063,23719,Parasite,3
21064,23719,Grimoire,2
21065,23719,Clone Chip,3
21066,23719,I've Had Worse,3
21067,23719,Knight,1
21068,23719,Wyldside,3
21069,23719,D4v1d,1
21070,23719,Sure Gamble,3
21071,23719,Crypsis,2
21072,23719,Datasucker,3
21073,23719,Scheherazade,2
21074,23719,Clot,1
21075,23719,Adjusted Chronotype,2
21076,23719,Daily Casts,3
21077,23719,Cache,3
21078,23719,Medium,1
21079,23725,Aesop's Pawnshop,3
21080,23725,Déjà Vu,3
21082,23725,Imp,3
21083,23725,Parasite,3
21084,23725,Grimoire,2
21085,23725,Plascrete Carapace,1
21086,23725,Lamprey,3
21087,23725,Clone Chip,3
21088,23725,Adjusted Chronotype,2
21089,23725,Cache,3
21090,23725,Wyldside,3
21091,23725,D4v1d,2
21092,23725,Medium,2
21093,23725,Datasucker,3
21094,23725,Scheherazade,2
21095,23725,Clot,1
21096,23725,Cyberfeeder,3
21097,23725,Crypsis,3
21098,23745,Aesop's Pawnshop,3
21099,23745,Déjà Vu,3
21101,23745,Faust,3
21102,23745,Wyldside,3
21103,23745,Parasite,3
21104,23745,Grimoire,2
21105,23745,Levy AR Lab Access,1
21106,23745,Mimic,2
21107,23745,Quality Time,3
21108,23745,Adjusted Chronotype,2
21109,23745,Corroder,1
21110,23745,Same Old Thing,2
21111,23745,Sure Gamble,3
21112,23745,Cache,3
21113,23745,Plascrete Carapace,1
21114,23745,Datasucker,3
21115,23745,Scheherazade,1
21116,23745,Clot,2
21117,23745,I've Had Worse,3
21118,23745,Medium,1
21119,23791,Easy Mark,3
21120,23791,Special Order,3
21121,23791,Infiltration,2
21122,23791,Parasite,2
21123,23791,Grimoire,1
21124,23791,Cyberfeeder,3
21125,23791,Sure Gamble,3
21126,23791,Demolition Run,3
21127,23791,Medium,2
21128,23791,Déjà Vu,3
21130,23791,Ice Carver,1
21131,23791,Datasucker,2
21132,23791,Diesel,2
21133,23791,Mimic,1
21134,23791,Stimhack,3
21135,23791,Armitage Codebusting,3
21136,23791,Corroder,2
21137,23791,Wyrm,2
21138,23791,Yog.0,1
21139,23791,Akamatsu Mem Chip,2
21140,23791,Djinn,2
21141,23816,Special Order,2
21142,23816,Infiltration,2
21143,23816,Parasite,3
21144,23816,Grimoire,1
21145,23816,Sure Gamble,3
21146,23816,Demolition Run,2
21147,23816,Medium,2
21148,23816,Forged Activation Orders,1
21149,23816,Déjà Vu,2
21151,23816,Ice Carver,1
21152,23816,Inside Job,2
21153,23816,Datasucker,2
21154,23816,Mimic,2
21155,23816,Stimhack,2
21156,23816,Armitage Codebusting,3
21157,23816,Corroder,2
21158,23816,Wyrm,2
21159,23816,The Personal Touch,1
21160,23816,Yog.0,2
21161,23816,Cyberfeeder,3
21162,23816,Djinn,2
21163,23816,Crypsis,3
21164,23863,Eater,2
21165,23863,Faust,2
21166,23863,Nerve Agent,1
21167,23863,Kati Jones,2
21168,23863,Grimoire,3
21169,23863,Clone Chip,2
21170,23863,Adjusted Chronotype,1
21171,23863,D4v1d,2
21172,23863,Datasucker,3
21173,23863,I've Had Worse,3
21174,23863,Daily Casts,3
21175,23863,Medium,1
21176,23863,Aesop's Pawnshop,2
21177,23863,Déjà Vu,3
21179,23863,Wyldside,3
21180,23863,Cache,3
21181,23863,Street Peddler,2
21182,23863,Levy AR Lab Access,1
21183,23863,Hades Shard,1
21184,23863,Keyhole,2
21185,23863,Corroder,1
21186,23863,Parasite,3
21187,23853,Aesop's Pawnshop,3
21188,23853,Déjà Vu,3
21190,23853,Imp,3
21191,23853,Parasite,3
21192,23853,Grimoire,2
21193,23853,Faust,3
21194,23853,Plascrete Carapace,1
21195,23853,Lamprey,3
21196,23853,Clone Chip,3
21197,23853,Adjusted Chronotype,2
21198,23853,Wyldside,3
21199,23853,D4v1d,2
21200,23853,Cache,3
21201,23853,Datasucker,3
21202,23853,Scheherazade,2
21203,23853,Clot,1
21204,23853,Cyberfeeder,3
21205,23853,Medium,2
21206,23874,Aesop's Pawnshop,3
21207,23874,Déjà Vu,3
21209,23874,Faust,2
21210,23874,Wyldside,3
21211,23874,Parasite,3
21212,23874,Grimoire,2
21213,23874,Daily Casts,2
21214,23874,Mimic,2
21215,23874,Lamprey,3
21216,23874,Clone Chip,3
21217,23874,Imp,3
21218,23874,Corroder,1
21219,23874,D4v1d,2
21220,23874,Cache,3
21221,23874,Datasucker,3
21222,23874,Adjusted Chronotype,2
21223,23874,Cyberfeeder,2
21224,23874,Street Peddler,3
21225,23874,Medium,1
21226,23876,Progenitor,3
21227,23876,Nerve Agent,1
21228,23876,Parasite,3
21229,23876,Grimoire,2
21230,23876,Chakana,1
21231,23876,Clone Chip,3
21232,23876,Gravedigger,1
21233,23876,Virus Breeding Ground,3
21234,23876,Clot,1
21235,23876,I've Had Worse,3
21236,23876,Medium,1
21237,23876,Darwin,2
21238,23876,Aesop's Pawnshop,2
21239,23876,Déjà Vu,3
21241,23876,Imp,2
21242,23876,Cache,3
21243,23876,Incubator,2
21244,23876,Sure Gamble,3
21245,23876,Cyberfeeder,2
21246,23876,Djinn,2
21247,23876,Hivemind,2
21248,23913,Aesop's Pawnshop,3
21249,23913,Déjà Vu,3
21251,23913,Faust,2
21252,23913,Wyldside,3
21253,23913,Parasite,3
21254,23913,Grimoire,2
21255,23913,Daily Casts,2
21256,23913,Mimic,2
21257,23913,Lamprey,2
21258,23913,Clone Chip,3
21259,23913,Imp,3
21260,23913,Corroder,1
21261,23913,D4v1d,2
21262,23913,Cache,3
21263,23913,Datasucker,3
21264,23913,Nerve Agent,1
21265,23913,Adjusted Chronotype,2
21266,23913,Cyberfeeder,2
21267,23913,Street Peddler,3
21268,23913,Medium,1
21269,23915,Aesop's Pawnshop,3
21270,23915,Déjà Vu,3
21272,23915,Wyldside,3
21273,23915,Parasite,3
21274,23915,Grimoire,2
21275,23915,Mimic,1
21276,23915,Lamprey,3
21277,23915,Clone Chip,3
21278,23915,Imp,3
21279,23915,Cache,3
21280,23915,Corroder,1
21281,23915,Crypsis,2
21282,23915,Datasucker,3
21283,23915,Scheherazade,2
21284,23915,Clot,1
21285,23915,Adjusted Chronotype,2
21286,23915,Cyberfeeder,3
21287,23915,Street Peddler,3
21288,23915,Medium,1
21289,23916,Parasite,3
21290,23916,Grimoire,2
21291,23916,Clone Chip,2
21292,23916,Adjusted Chronotype,2
21293,23916,D4v1d,2
21294,23916,Datasucker,3
21295,23916,Hades Shard,1
21296,23916,Daily Casts,3
21297,23916,Medium,2
21298,23916,Aesop's Pawnshop,3
21299,23916,Déjà Vu,3
21301,23916,Corroder,1
21302,23916,Wyldside,3
21303,23916,Cache,3
21304,23916,Street Peddler,3
21305,23916,Faust,1
21306,23916,Mimic,1
21307,23916,Stimhack,1
21308,23916,Incubator,1
21309,23916,Imp,3
21310,23916,Utopia Shard,1
21311,23916,Yog.0,1
21312,23927,Aesop's Pawnshop,3
21313,23927,Déjà Vu,3
21315,23927,Faust,3
21316,23927,Imp,2
21317,23927,Parasite,3
21318,23927,Grimoire,3
21319,23927,Adjusted Chronotype,2
21320,23927,Clone Chip,3
21321,23927,Incubator,3
21322,23927,Wyldside,3
21323,23927,D4v1d,3
21324,23927,Sure Gamble,3
21325,23927,Cache,3
21326,23927,Hivemind,1
21327,23927,Datasucker,2
21328,23927,Hacktivist Meeting,1
21329,23927,Clot,1
21330,23927,I've Had Worse,2
21331,23927,Street Peddler,3
21332,23927,Medium,2
21333,23938,Personal Workshop,2
21334,23938,Aesop's Pawnshop,2
21335,23938,Déjà Vu,3
21337,23938,Wyldside,3
21338,23938,Parasite,3
21339,23938,Grimoire,2
21340,23938,Mimic,2
21341,23938,Imp,3
21342,23938,Cache,3
21343,23938,Corroder,2
21344,23938,D4v1d,2
21345,23938,Sure Gamble,3
21346,23938,Crypsis,1
21347,23938,Datasucker,3
21348,23938,Yog.0,2
21349,23938,MemStrips,3
21350,23938,Kati Jones,2
21351,23938,I've Had Worse,3
21352,23938,Medium,1
21353,23977,Progenitor,2
21354,23977,Nerve Agent,1
21355,23977,Parasite,3
21356,23977,Grimoire,2
21357,23977,Clone Chip,2
21358,23977,D4v1d,1
21359,23977,Incubator,2
21360,23977,Scheherazade,1
21361,23977,MemStrips,2
21362,23977,Hades Shard,1
21363,23977,Medium,1
21364,23977,Aesop's Pawnshop,3
21365,23977,Déjà Vu,3
21366,23977,Data Folding,3
21368,23977,Uninstall,3
21369,23977,Imp,2
21370,23977,Cache,3
21371,23977,I've Had Worse,3
21372,23977,Wyldside,3
21373,23977,Crypsis,2
21374,23977,Datasucker,2
21375,23977,Djinn,2
21376,23987,Easy Mark,3
21377,23987,Eater,1
21378,23987,Nerve Agent,1
21379,23987,Infiltration,3
21380,23987,Parasite,3
21381,23987,Grimoire,1
21382,23987,Alias,1
21383,23987,Knifed,1
21384,23987,Yog.0,1
21385,23987,Magnum Opus,1
21386,23987,Sure Gamble,3
21387,23987,Demolition Run,1
21388,23987,Spooned,1
21389,23987,Forked,1
21390,23987,Aurora,1
21391,23987,Crypsis,2
21392,23987,Gravedigger,1
21393,23987,Déjà Vu,1
21394,23987,Ice Carver,1
21396,23987,Corroder,1
21397,23987,Inside Job,1
21398,23987,Day Job,1
21399,23987,Dirty Laundry,1
21400,23987,Mimic,1
21401,23987,I've Had Worse,1
21402,23987,Virus Breeding Ground,1
21403,23987,Imp,1
21404,23987,Hivemind,2
21405,23987,Human First,1
21406,23987,Medium,1
21407,23987,Account Siphon,1
21408,23987,Cyberfeeder,3
21409,23987,Armitage Codebusting,2
21410,24003,Aesop's Pawnshop,3
21411,24003,Déjà Vu,3
21413,24003,Faust,2
21414,24003,Imp,3
21415,24003,Parasite,3
21416,24003,Grimoire,2
21417,24003,Daily Casts,3
21418,24003,Clone Chip,3
21419,24003,I've Had Worse,2
21420,24003,Wyldside,3
21421,24003,D4v1d,2
21422,24003,Cache,3
21423,24003,Datasucker,3
21424,24003,Clot,1
21425,24003,Adjusted Chronotype,2
21426,24003,Cyberfeeder,3
21427,24003,Street Peddler,3
21428,24003,Medium,2
21429,24042,Parasite,3
21430,24042,Grimoire,2
21431,24042,Clone Chip,2
21432,24042,Adjusted Chronotype,2
21433,24042,D4v1d,2
21434,24042,Datasucker,2
21435,24042,Clot,1
21436,24042,Daily Casts,3
21437,24042,Medium,1
21438,24042,Aesop's Pawnshop,3
21439,24042,Déjà Vu,3
21441,24042,Imp,3
21442,24042,Cache,3
21443,24042,Street Peddler,3
21444,24042,Faust,3
21445,24042,Mimic,1
21446,24042,Lamprey,2
21447,24042,Stimhack,1
21448,24042,Hades Shard,1
21449,24042,Wyldside,3
21450,24042,Utopia Shard,1
21451,24048,Aesop's Pawnshop,3
21452,24048,Déjà Vu,3
21454,24048,Wyldside,3
21455,24048,Parasite,3
21456,24048,Grimoire,2
21457,24048,Faust,1
21458,24048,Mimic,2
21459,24048,Lamprey,3
21460,24048,Clone Chip,3
21461,24048,Imp,3
21462,24048,Knight,1
21463,24048,Corroder,2
21464,24048,D4v1d,1
21465,24048,Cache,3
21466,24048,Datasucker,3
21467,24048,Adjusted Chronotype,2
21468,24048,Cyberfeeder,2
21469,24048,Street Peddler,3
21470,24048,Medium,2
21471,24078,Faust,2
21472,24078,Immolation Script,1
21473,24078,Savoir-faire,1
21474,24078,Kati Jones,2
21475,24078,Grimoire,1
21476,24078,Fisk Investment Seminar,3
21477,24078,Spoilers,3
21478,24078,Adjusted Chronotype,1
21479,24078,Sure Gamble,3
21480,24078,Chop Bot 3000,1
21481,24078,Same Old Thing,1
21482,24078,Datasucker,3
21483,24078,Déjà Vu,3
21485,24078,Wyldside,2
21486,24078,Cache,3
21487,24078,Levy AR Lab Access,1
21488,24078,I've Had Worse,3
21489,24078,Scheherazade,2
21490,24078,Symmetrical Visage,1
21491,24078,Wyrm,2
21492,24078,Parasite,3
21493,24078,Cyberfeeder,2
21494,24078,Mass Install,1
21495,24073,Progenitor,3
21496,24073,Parasite,3
21497,24073,Grimoire,2
21498,24073,Chakana,3
21499,24073,Hemorrhage,1
21500,24073,Adjusted Chronotype,2
21501,24073,Darwin,1
21502,24073,Hivemind,1
21503,24073,Hades Shard,1
21504,24073,Incubator,2
21505,24073,Daily Casts,3
21506,24073,Crypsis,2
21507,24073,Gravedigger,1
21508,24073,Aesop's Pawnshop,3
21509,24073,Déjà Vu,3
21511,24073,Corroder,2
21512,24073,Wyldside,3
21513,24073,Datasucker,2
21514,24073,Day Job,3
21515,24073,Lamprey,2
21516,24073,I've Had Worse,2
21517,24073,Imp,2
21518,24073,Virus Breeding Ground,3
21519,24073,Medium,2
21520,24073,Cyberfeeder,3
21521,24073,Djinn,3
21522,24116,Faust,2
21523,24116,Parasite,3
21524,24116,Grimoire,2
21525,24116,Clone Chip,2
21526,24116,Adjusted Chronotype,2
21527,24116,D4v1d,1
21528,24116,Sure Gamble,3
21529,24116,Same Old Thing,1
21530,24116,Datasucker,3
21531,24116,Medium,2
21532,24116,Aesop's Pawnshop,2
21533,24116,Déjà Vu,2
21535,24116,Corroder,1
21536,24116,Wyldside,3
21537,24116,Cache,3
21538,24116,Street Peddler,3
21539,24116,Levy AR Lab Access,1
21540,24116,Mimic,1
21541,24116,Stimhack,1
21542,24116,I've Had Worse,3
21543,24116,Imp,3
21544,24116,Utopia Shard,1
21545,24116,Yog.0,1
21546,24151,Parasite,3
21547,24151,Grimoire,2
21548,24151,Clone Chip,3
21549,24151,Adjusted Chronotype,2
21550,24151,D4v1d,2
21551,24151,Scheherazade,2
21552,24151,Clot,1
21553,24151,Daily Casts,2
21554,24151,Medium,1
21555,24151,Aesop's Pawnshop,3
21556,24151,Déjà Vu,2
21558,24151,Corroder,1
21559,24151,Wyldside,3
21560,24151,Cache,3
21561,24151,Street Peddler,3
21562,24151,Faust,2
21563,24151,Mimic,1
21564,24151,Lamprey,1
21565,24151,I've Had Worse,2
21566,24151,Imp,3
21567,24151,Datasucker,3
21568,24165,Nerve Agent,1
21569,24165,Parasite,3
21570,24165,Grimoire,2
21571,24165,Clone Chip,3
21572,24165,Adjusted Chronotype,2
21573,24165,Gravedigger,1
21574,24165,D4v1d,2
21575,24165,Daily Casts,2
21576,24165,Medium,1
21577,24165,Aesop's Pawnshop,3
21578,24165,Déjà Vu,3
21580,24165,Corroder,1
21581,24165,Wyldside,3
21582,24165,Cache,3
21583,24165,Street Peddler,3
21584,24165,Faust,2
21585,24165,Mimic,1
21586,24165,Lamprey,2
21587,24165,Imp,3
21588,24165,Datasucker,2
21589,24165,Cyberfeeder,2
21590,24178,Aesop's Pawnshop,3
21591,24178,Déjà Vu,3
21593,24178,Wyldside,3
21594,24178,Parasite,3
21595,24178,Grimoire,2
21596,24178,Faust,2
21597,24178,Mimic,1
21598,24178,Lamprey,2
21599,24178,Clone Chip,3
21600,24178,Imp,3
21601,24178,Corroder,1
21602,24178,D4v1d,2
21603,24178,Cache,3
21604,24178,Datasucker,3
21605,24178,Clot,1
21606,24178,Adjusted Chronotype,2
21607,24178,Daily Casts,3
21608,24178,Street Peddler,3
21609,24178,Medium,2
21610,24158,Aesop's Pawnshop,3
21611,24158,Déjà Vu,3
21613,24158,Wyldside,3
21614,24158,Parasite,3
21615,24158,Grimoire,2
21616,24158,Faust,2
21617,24158,Mimic,1
21618,24158,Lamprey,2
21619,24158,Clone Chip,3
21620,24158,Imp,3
21621,24158,Corroder,1
21622,24158,D4v1d,2
21623,24158,Cache,3
21624,24158,Datasucker,3
21625,24158,Immolation Script,1
21626,24158,Clot,1
21627,24158,Adjusted Chronotype,2
21628,24158,Daily Casts,3
21629,24158,Street Peddler,3
21630,24158,Medium,1
21631,24174,Parasite,3
21632,24174,Grimoire,2
21633,24174,Clone Chip,2
21634,24174,Adjusted Chronotype,2
21635,24174,Clot,1
21636,24174,Hades Shard,1
21637,24174,Daily Casts,3
21638,24174,Medium,1
21639,24174,Aesop's Pawnshop,3
21640,24174,Déjà Vu,3
21642,24174,Gorman Drip v1,1
21643,24174,Wyldside,3
21644,24174,Cache,3
21645,24174,Faust,2
21646,24174,Mimic,1
21647,24174,Lamprey,3
21648,24174,I've Had Worse,1
21649,24174,Imp,3
21650,24174,Corroder,1
21651,24174,Datasucker,3
21652,24174,Cyberfeeder,3
21653,24212,Aesop's Pawnshop,3
21654,24212,Déjà Vu,3
21656,24212,Wyldside,3
21657,24212,Parasite,3
21658,24212,Grimoire,2
21659,24212,Faust,2
21660,24212,Mimic,1
21661,24212,Lamprey,1
21662,24212,Clone Chip,3
21663,24212,Imp,3
21664,24212,Corroder,1
21665,24212,D4v1d,2
21666,24212,Cache,3
21667,24212,Datasucker,3
21668,24212,Scheherazade,2
21669,24212,Clot,1
21670,24212,Adjusted Chronotype,2
21671,24212,Cyberfeeder,3
21672,24212,Street Peddler,3
21673,24212,Medium,1
21674,24214,Aesop's Pawnshop,3
21675,24214,Déjà Vu,3
21677,24214,Wyldside,3
21678,24214,Parasite,3
21679,24214,Grimoire,2
21680,24214,Faust,2
21681,24214,Mimic,1
21682,24214,Lamprey,2
21683,24214,Clone Chip,3
21684,24214,Imp,3
21685,24214,Gravedigger,1
21686,24214,Corroder,1
21687,24214,D4v1d,2
21688,24214,Cache,3
21689,24214,Datasucker,3
21690,24214,Adjusted Chronotype,2
21691,24214,Daily Casts,3
21692,24214,Street Peddler,3
21693,24214,Medium,2
21694,24219,Infiltration,2
21695,24219,Ice Carver,1
21696,24219,Grimoire,1
21697,24219,Sure Gamble,3
21698,24219,Demolition Run,1
21699,24219,Medium,2
21700,24219,Forged Activation Orders,2
21702,24219,Aesop's Pawnshop,1
21703,24219,Déjà Vu,2
21704,24219,Sacrificial Construct,2
21705,24219,Modded,2
21706,24219,Corroder,2
21707,24219,Inside Job,1
21708,24219,Datasucker,2
21709,24219,Mimic,2
21710,24219,Stimhack,2
21711,24219,Armitage Codebusting,3
21712,24219,Wyldside,2
21713,24219,Crypsis,2
21714,24219,Parasite,3
21715,24219,Yog.0,2
21716,24219,Cyberfeeder,3
21717,24219,Djinn,2
21718,24197,Parasite,3
21719,24197,Grimoire,2
21720,24197,Clone Chip,3
21721,24197,Adjusted Chronotype,2
21722,24197,D4v1d,1
21723,24197,Inject,1
21724,24197,Scheherazade,2
21725,24197,Clot,1
21726,24197,Medium,1
